faculty,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,stat_id,stat_label,source_file,source_url,fetched_at_utc,error,order,param_year,param_semester,param_semestercurrent,param_admityear,param_fac,param_level,param_sex,param_student_type,param_nat,total_col,total_count,faculty_code,faculty_name,c1_label,c2_label,c3_label,c4_label,c5_label,c6_label,c7_label,c8_label,c9_label,c10_label,major,program_code,program_name,c11,c11_label,level,curriculum,curriculum_type,nationality_id_for_check,nationality_th,nationality_id,iso_alpha3,is_international,c12,c12_label,row_count,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c13_label,c14_label,c15_label,c16_label,c17_label,c18_label,c19_label,c20_label,c21_label,c22_label,c23_label,c24_label,c25_label,c26_label,c27_label,c28_label,c29_label,c30_label,c31_label,c32_label,c33_label,c34_label,c35_label,c36_label,c37_label,c38_label,c39_label,c40_label,c41_label,c42_label,c43_label,c44_label,c45_label,c46_label,c47_label,c48_label,c49_label,c50_label,c51_label,c52_label,c53_label,c54_label,c55_label,c56_label,c57_label
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (พยาธิวิทยากายวิภาค),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (พยาธิวิทยากายวิภาค),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (รังสีวิทยา),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (รังสีวิทยา),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (วิสัญญีวิทยา),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (วิสัญญีวิทยา),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (เวชศาสตร์ฟื้นฟู),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (เวชศาสตร์ฟื้นฟู),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (ศัลยศาสตร์),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (ศัลยศาสตร์),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (สูติศาสตร์และนรีเวชวิทยา),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (สูติศาสตร์และนรีเวชวิทยา),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (โสต ศอ นาสิกวิทยา),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (โสต ศอ นาสิกวิทยา),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (ออร์โธปิดิกส์),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (ออร์โธปิดิกส์),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (อายุรศาสตร์),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (อายุรศาสตร์),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (เวชศาสตร์ครอบครัว),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (เวชศาสตร์ครอบครัว),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (พยาธิวิทยาคลินิก),,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก (พยาธิวิทยาคลินิก),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,X,,,ประกาศนียบัตรบัณฑิตชั้นสูง,X,ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,X,,,ประกาศนียบัตรบัณฑิตชั้นสูง,X,ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,X,,,ประกาศนียบัตรบัณฑิตชั้นสูง,X,ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,X,,,ประกาศนียบัตรบัณฑิตชั้นสูง,X,ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,,,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก,,,ประกาศนียบัตรบัณฑิตชั้นสูง,ป.บัณฑิตชั้นสูง วิทยาศาสตร์การแพทย์คลินิก,ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,10.0,7.0,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,7.0,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,วท.ด. (กายวิภาคศาสตร์),,,ปริญญาเอก,วท.ด. (กายวิภาคศาสตร์),ไทย,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 : คณะแพทยศาสตร์,8.0,6.0,,,,,,,,,s001010,over_program_length_students,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,https://api-statistic.reg.cmu.ac.th/v1/data/s001010?year=2569&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:53:20+00:00,,ff,2569,1,1,999,999,999,999,999,999,c2,6.0,07,คณะแพทยศาสตร์,จำนวนนักศึกษา ณ ปัจจุบัน,นักศึกษาที่เรียนเกินหลักสูตร,,,,,,,,,,,ปร.ด. (กายวิภาคศาสตร์),,,ปริญญาเอก,ปร.ด. (กายวิภาคศาสตร์),นานาชาติ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
