faculty,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,stat_id,stat_label,source_file,source_url,fetched_at_utc,error,order,param_year,param_semester,param_semestercurrent,param_admityear,param_fac,param_level,param_sex,param_student_type,param_nat,total_col,total_count,faculty_code,faculty_name,c1_label,c2_label,c3_label,c4_label,c5_label,c6_label,c7_label,c8_label,c9_label,c10_label,major,program_code,program_name,c11,c11_label,level,curriculum,curriculum_type,nationality_id_for_check,nationality_th,nationality_id,iso_alpha3,is_international,c12,c12_label,row_count,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c13_label,c14_label,c15_label,c16_label,c17_label,c18_label,c19_label,c20_label,c21_label,c22_label,c23_label,c24_label,c25_label,c26_label,c27_label,c28_label,c29_label,c30_label,c31_label,c32_label,c33_label,c34_label,c35_label,c36_label,c37_label,c38_label,c39_label,c40_label,c41_label,c42_label,c43_label,c44_label,c45_label,c46_label,c47_label,c48_label,c49_label,c50_label,c51_label,c52_label,c53_label,c54_label,c55_label,c56_label,c57_label
28 : วิทยาลัยพหุวิทยาการและสหวิทยาการ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,6.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2568&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:54:25+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2568,1,1,999,999,999,999,999,999,c11,13.0,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},31: บูรณาการศาสตร์,31,บูรณาการศาสตร์,13.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 : วิทยาลัยพหุวิทยาการและสหวิทยาการ,1.0,0.0,2.0,1.0,4.0,5.0,0.0,0.0,2.0,3.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2568&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:54:25+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2568,1,1,999,999,999,999,999,999,c11,18.0,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},01: เทคโนโลยีชีวภาพ,01,เทคโนโลยีชีวภาพ,18.0,รวม,ปริญญาเอก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 : วิทยาลัยพหุวิทยาการและสหวิทยาการ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2568&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:54:25+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2568,1,1,999,999,999,999,999,999,c11,15.0,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},06: บูรณาการศาสตร์,06,บูรณาการศาสตร์,15.0,รวม,ปริญญาเอก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 : วิทยาลัยพหุวิทยาการและสหวิทยาการ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2568__5ca58e19.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2568&semester=1&semestercurrent=1&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:54:25+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2568,1,1,999,999,999,999,999,999,c11,1.0,28,วิทยาลัยพหุวิทยาการและสหวิทยาการ,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},07: สุขภาพจิต,07,สุขภาพจิต,1.0,รวม,ปริญญาเอก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json,,,past_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,2.0,13.0,17.0,14.0,15.0,11.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,72.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},01: จิตวิทยาการปรึกษา,01,จิตวิทยาการปรึกษา,72.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,11.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},02: ปรัชญา,02,ปรัชญา,11.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,5.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},05: ประวัติศาสตร์,05,ประวัติศาสตร์,5.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,8.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},09: จิตวิทยาอุตสาหกรรมและองค์การ,09,จิตวิทยาอุตสาหกรรมและองค์การ,8.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,5.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,21.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},13: ภาษาไทย,13,ภาษาไทย,21.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,3.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,13.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},17: ล้านนาศึกษา,17,ล้านนาศึกษา,13.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,2.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,9.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},18: สารสนเทศศาสตร์,18,สารสนเทศศาสตร์,9.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,22.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},19: จิตวิทยาองค์การ ทรัพยากรมนุษย์และการทำงาน,19,จิตวิทยาองค์การ ทรัพยากรมนุษย์และการทำงาน,22.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,31.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},20: จิตวิทยาคลินิก,20,จิตวิทยาคลินิก,31.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 : คณะมนุษยศาสตร์,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,11.0,01,คณะมนุษยศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},01: ประวัติศาสตร์,01,ประวัติศาสตร์,11.0,รวม,ปริญญาเอก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,40.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},01: วิทยาศาสตร์ศึกษา,01,วิทยาศาสตร์ศึกษา,40.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,5.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},19: การศึกษาพิเศษ,19,การศึกษาพิเศษ,5.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,4.0,6.0,9.0,14.0,8.0,13.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,54.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},22: ประเมินผลและวิจัยการศึกษา,22,ประเมินผลและวิจัยการศึกษา,54.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,2.0,10.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,28.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},24: การศึกษา,24,การศึกษา,28.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,10.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,24.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},25: คณิตศาสตรศึกษา,25,คณิตศาสตรศึกษา,24.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,16.0,24.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,62.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},26: หลักสูตรและการสอน,26,หลักสูตรและการสอน,62.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,49.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,99.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},27: การบริหารการศึกษา,27,การบริหารการศึกษา,99.0,รวม,ปริญญาโท,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,15.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},01: หลักสูตรและการสอน,01,หลักสูตรและการสอน,15.0,รวม,ปริญญาเอก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,1.0,0.0,0.0,3.0,10.0,4.0,5.0,6.0,0.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,29.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},03: การศึกษา,03,การศึกษา,29.0,รวม,ปริญญาเอก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 : คณะศึกษาศาสตร์,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,s004005,historical_graduate_students_by_program,data_s004005__admityear-999_fac-999_level-999_nat-999_semester-2_semestercurrent-2_sex-999_student_type-999_year-2567__14bbb763.json,https://api-statistic.reg.cmu.ac.th/v1/data/s004005?year=2567&semester=2&semestercurrent=2&admityear=999&fac=999&level=999&sex=999&student_type=999&nat=999,2026-07-09T08:55:30+00:00,,ppppppppppcycycycycycyyyycycycycycycycycycycycycycyocycoyf,2567,2,2,999,999,999,999,999,999,c11,14.0,02,คณะศึกษาศาสตร์,{{p}}-9,{{p}}-8,{{p}}-7,{{p}}-6,{{p}}-5,{{p}}-4,{{p}}-3,{{p}}-2,{{p}}-1,{{p}},05: การบริหารการศึกษา,05,การบริหารการศึกษา,14.0,รวม,ปริญญาเอก,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
