stat_id,faculty_code,faculty_name,program_code,program_name,level,curriculum_type,current_students,param_year,param_semester,param_admityear,source_file
s001004,05,คณะวิทยาศาสตร์,03,วิทยาการคอมพิวเตอร์,,,344.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,08,คณะเกษตรศาสตร์,15,เศรษฐศาสตร์เกษตรและธุรกิจเกษตร,,,342.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,03,การระหว่างประเทศ,,,333.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,02,รัฐประศาสนศาสตร์,,,333.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,06,คณะวิศวกรรมศาสตร์,03,วิศวกรรมสิ่งแวดล้อม,,,307.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,04,คณะสังคมศาสตร์,01,ภูมิศาสตร์,,,306.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,19,คณะรัฐศาสตร์และรัฐประศาสนศาสตร์,04,การเมืองและการปกครอง,,,306.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,11,คณะเทคนิคการแพทย์,02,กิจกรรมบำบัด,,,301.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,13,คณะอุตสาหกรรมเกษตร,02,เทคโนโลยีชีวภาพทางอุตสาหกรรมเกษตร,,,298.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,01,คณะมนุษยศาสตร์,12,สารสนเทศศึกษา,,,291.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,13,คณะอุตสาหกรรมเกษตร,04,วิศวกรรมกระบวนการอาหาร,,,285.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,03,วิศวกรรมซอฟต์แวร์,,,281.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,11,คณะเทคนิคการแพทย์,03,รังสีเทคนิค,,,269.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,11,คณะเทคนิคการแพทย์,04,กายภาพบำบัด,,,260.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,04,คณะสังคมศาสตร์,09,อาเซียนศึกษา,,,256.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,13,คณะอุตสาหกรรมเกษตร,05,เทคโนโลยีการพัฒนาผลิตภัณฑ์,,,254.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,13,คณะอุตสาหกรรมเกษตร,03,เทคโนโลยีการบรรจุ,,,246.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,07,แอนนิเมชันและวิชวลเอฟเฟกต์,,,241.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,18,คณะการสื่อสารมวลชน,02,ภาพยนตร์ดิจิทัล,,,239.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
s001004,01,คณะมนุษยศาสตร์,09,จิตวิทยา,,,239.0,2569,1,999,data_s001004__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
