faculty_code,faculty_name,level,program_name,curriculum_type,current_students,over_program_students,over_program_rate,source_file
06,คณะวิศวกรรมศาสตร์,ปริญญาเอก,ปร.ด. (วิทยาการข้อมูล),ไทย,13.0,7.0,0.5384615384615384,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (ประเมินผลและวิจัยการศึกษา),ไทย,67.0,36.0,0.5373134328358209,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (เศรษฐศาสตร์การเมือง),ไทย,28.0,15.0,0.5357142857142857,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
14,คณะสัตวแพทยศาสตร์,ปริญญาโท,วท.ม. (วิทยาศาสตร์การสัตวแพทย์),นานาชาติ,32.0,17.0,0.53125,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (วิทยาศาสตร์ศึกษา),ไทย,70.0,37.0,0.5285714285714286,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาโท,ศศ.ม. (สังคมวิทยาและมานุษยวิทยา),ไทย,19.0,10.0,0.5263157894736842,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมสิ่งแวดล้อม),ไทย,57.0,30.0,0.5263157894736842,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาโท,วท.ม. (การจัดการเทคโนโลยีดิจิทัล),ไทย,78.0,41.0,0.5256410256410257,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
11,คณะเทคนิคการแพทย์,ปริญญาโท,วท.ม. (กิจกรรมบำบัด),ไทย,21.0,11.0,0.5238095238095238,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมอุตสาหการ),ไทย,44.0,23.0,0.5227272727272727,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม. (การพยาบาลเวชปฏิบัติอาชีวอนามัย),ไทย,23.0,12.0,0.5217391304347826,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม. (การพยาบาลเวชปฏิบัติผู้สูงอายุ),ไทย,46.0,24.0,0.5217391304347826,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาโท,วท.ม. (เศรษฐศาสตรเชิงบูรณาการเพื่อการจัดการธุรกิจเกษตรและทรัพยากรอย่างยั่งยืน),ไทย,23.0,12.0,0.5217391304347826,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาเอก,ศศ.ด. (สังคมศาสตร์),นานาชาติ,25.0,13.0,0.52,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (จุลชีววิทยาประยุกต์),นานาชาติ,33.0,17.0,0.5151515151515151,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม. (การพยาบาลผู้ใหญ่และผู้สูงอายุ),ไทย,80.0,41.0,0.5125,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (ระบาดวิทยาคลินิก),นานาชาติ,42.0,21.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาเอก,ปร.ด. (สังคมวิทยาและมานุษยวิทยา),ไทย,14.0,7.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาเอก,ปร.ด. (ปรสิตวิทยา),นานาชาติ,4.0,2.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
03,คณะวิจิตรศิลป์,ปริญญาโท,ศศ.ม. (ดนตรี),ไทย,14.0,7.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมพลังงาน),ไทย,18.0,9.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาเอก,ศษ.ด. (หลักสูตรและการสอน),ไทย,28.0,14.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
07,คณะแพทยศาสตร์,ปริญญาโท,วท.ม. (สรีรวิทยา),ไทย,4.0,2.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (เคมี),ไทย,38.0,19.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
04,คณะสังคมศาสตร์,ปริญญาเอก,ปร.ด. (ภูมิศาสตร์),นานาชาติ,4.0,2.0,0.5,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาโท,บธ.ม. (การตลาด),ไทย,81.0,40.0,0.49382716049382713,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
13,คณะอุตสาหกรรมเกษตร,ปริญญาโท,วท.ม. (วิทยาศาสตร์และเทคโนโลยีการอาหาร),ไทย,47.0,23.0,0.48936170212765956,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมและการบริหารการก่อสร้าง),ไทย,90.0,44.0,0.4888888888888889,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
12,คณะพยาบาลศาสตร์,ปริญญาโท,พย.ม. (การพยาบาลเด็ก),ไทย,37.0,18.0,0.4864864864864865,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
15,คณะบริหารธุรกิจ,ปริญญาโท,บธ.ม.,ไทย,208.0,101.0,0.4855769230769231,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมเครื่องกล),ไทย,34.0,16.0,0.47058823529411764,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมโยธา),ไทย,73.0,34.0,0.4657534246575342,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
02,คณะศึกษาศาสตร์,ปริญญาโท,ศษ.ม. (หลักสูตรและการสอน),ไทย,71.0,33.0,0.4647887323943662,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาเอก,ปร.ด. (ชีววิทยา),นานาชาติ,13.0,6.0,0.46153846153846156,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
06,คณะวิศวกรรมศาสตร์,ปริญญาโท,วศ.ม. (วิศวกรรมทรัพยากรธรณีเพื่อความยั่งยืน),นานาชาติ,13.0,6.0,0.46153846153846156,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
14,คณะสัตวแพทยศาสตร์,ปริญญาเอก,ปร.ด. (วิทยาศาสตร์การสัตวแพทย์),นานาชาติ,33.0,15.0,0.45454545454545453,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
16,คณะเศรษฐศาสตร์,ปริญญาโท,ศ.ม.,ไทย,78.0,35.0,0.44871794871794873,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
05,คณะวิทยาศาสตร์,ปริญญาโท,วท.ม. (วิทยาศาสตร์สิ่งแวดล้อม),นานาชาติ,18.0,8.0,0.4444444444444444,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
21,วิทยาลัยศิลปะ สื่อ และเทคโนโลยี,ปริญญาโท,วท.ม. (การจัดการความรู้และนวัตกรรม),สองภาษา,79.0,35.0,0.4430379746835443,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
08,คณะเกษตรศาสตร์,ปริญญาเอก,วท.ด. (พืชสวน),ไทย,16.0,7.0,0.4375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
25,สถาบันนโยบายสาธารณะ,ปริญญาเอก,ปร.ด. (นโยบายสาธารณะ),นานาชาติ,32.0,14.0,0.4375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
01,คณะมนุษยศาสตร์,ปริญญาโท,วท.ม. (จิตวิทยาคลินิก),ไทย,64.0,28.0,0.4375,data_s001010__admityear-999_fac-999_level-999_nat-999_semester-1_semestercurrent-1_sex-999_student_type-999_year-2569__2b9236af.json
